id,i1_overs,i1_limit,i2_overs,i2_limit,is_short,result,pp_i1,pp_i2,full_game,i1_balls,i2_balls
729299,20,balls,20,balls,0,i1,6,6,1,120,120
729301,20,balls,20,balls,0,i1,6,6,1,120,120
729303,20,balls,19,win,0,i2,6,6,1,120,120
729305,15,wickets,13,win,0,i2,6,6,1,120,120
729307,20,balls,19,wickets,0,i1,6,6,1,120,120
729309,20,balls,19,win,0,i2,6,6,1,120,120
729311,20,balls,20,win,0,i2,6,6,1,120,120
729313,20,balls,19,win,0,i2,6,6,1,120,120
729315,20,balls,20,win,0,i2,6,6,1,120,120
729317,20,balls,20,balls,0,i1,6,6,1,120,120
733971,17,balls,17,balls,0,i1,5,5,0,102,102
733973,20,balls,20,win,0,i2,6,6,1,120,120
733975,20,balls,19,win,0,i2,6,6,1,120,120
733977,20,balls,20,win,0,i2,6,6,1,120,120
733979,20,balls,20,balls,0,i1,6,6,1,120,120
733981,20,balls,20,win,0,i2,6,6,1,120,120
733983,20,balls,20,balls,0,i1,6,6,1,120,120
733985,20,balls,19,win,0,i2,6,6,1,120,120
733987,20,balls,20,balls,0,i1,6,6,1,120,120
733989,20,balls,20,wickets,0,i1,6,6,1,120,120
733991,20,balls,20,balls,0,i1,6,6,1,120,120
733993,20,balls,5,win,D/L,i2,6,2,0,120,check
733995,20,balls,20,win,0,i2,6,6,1,120,120
733997,20,balls,18,win,0,i2,6,6,1,120,120
733999,20,balls,19,win,0,i2,6,6,1,120,120
734001,20,balls,19,win,0,i2,6,6,1,120,120
734003,20,balls,20,win,0,i2,6,6,1,120,120
734005,20,balls,20,balls,0,i1,6,6,1,120,120
734007,20,balls,19,win,0,i2,6,6,1,120,120
734009,20,balls,19,win,0,i2,6,6,1,120,120
734011,20,balls,20,balls,0,i1,6,6,1,120,120
734013,20,balls,20,win,0,i2,6,6,1,120,120
734015,20,balls,20,win,0,i2,6,6,1,120,120
734017,20,balls,20,balls,0,i1,6,6,1,120,120
734019,20,balls,20,win,0,i2,6,6,1,120,120
734021,20,balls,20,win,0,i2,6,6,1,120,120
734023,20,balls,18,win,0,i2,6,6,1,120,120
734025,20,balls,19,win,0,i2,6,6,1,120,120
734027,20,balls,20,balls,0,i1,6,6,1,120,120
734029,20,balls,20,win,0,i2,6,6,1,120,120
734031,20,wickets,20,balls,0,i1,6,6,1,120,120
734033,20,balls,20,balls,0,i1,6,6,1,120,120
734035,20,balls,18,win,0,i2,6,6,1,120,120
734037,20,balls,15,win,0,i2,6,6,1,120,120
734039,19,wickets,14,win,0,i2,6,6,1,120,120
734041,20,balls,15,win,0,i2,6,6,1,120,120
734043,20,balls,20,balls,0,i1,6,6,1,120,120
734045,20,balls,19,win,0,i2,6,6,1,120,120
734047,20,balls,20,balls,0,i1,6,6,1,120,120
734049,20,balls,20,win,0,i2,6,6,1,120,120
829705,20,balls,19,win,0,i2,6,6,1,120,120
829707,20,balls,20,balls,0,i1,6,6,1,120,120
829709,20,balls,20,balls,0,i1,6,6,1,120,120
829711,20,balls,20,balls,0,i1,6,6,1,120,120
829713,20,balls,19,win,0,i2,6,6,1,120,120
829715,20,balls,20,win,0,i2,6,6,1,120,120
829717,20,balls,20,balls,0,i1,6,6,1,120,120
829719,20,wickets,18,win,0,i2,6,6,1,120,120
829721,20,balls,20,win,0,i2,6,6,1,120,120
829723,20,balls,20,win,0,i2,6,6,1,120,120
829725,20,balls,20,win,0,i2,6,6,1,120,120
829727,20,balls,20,win,0,i2,6,6,1,120,120
829729,20,balls,17,win,0,i2,6,6,1,120,120
829731,20,balls,20,balls,0,i1,6,6,1,120,120
829733,20,balls,18,win,0,i2,6,6,1,120,120
829735,20,balls,19,win,0,i2,6,6,1,120,120
829737,20,balls,20,balls,0,i1,6,6,1,120,120
829739,20,balls,19,win,0,i2,6,6,1,120,120
829741,20,balls,20,win,0,i2,6,6,1,120,120
829743,20,balls,12,balls,D/L,i1,6,4,0,120,72
829745,20,balls,20,balls,0,i1,6,6,1,120,120
829747,20,balls,20,balls,0,i1,6,6,1,120,120
829749,20,balls,17,win,0,i2,6,6,1,120,120
829751,20,balls,20,balls,0,i1,6,6,1,120,120
829753,20,balls,20,balls,0,i1,6,6,1,120,120
829757,19,wickets,11,win,0,i2,6,6,1,120,120
829759,20,balls,20,balls,0,i1,6,6,1,120,120
829761,20,balls,20,balls,0,i1,6,6,1,120,120
829763,20,balls,NA,NA,NR,NA,6,0,0,120,NA
829765,20,balls,20,balls,0,i1,6,6,1,120,120
829767,20,balls,14,win,0,i2,6,6,1,120,120
829769,20,balls,20,balls,0,i1,6,6,1,120,120
829771,10,balls,10,win,0,i2,3,3,0,60,60
829773,20,balls,20,balls,0,i1,6,6,1,120,120
829775,20,balls,20,balls,0,i1,6,6,1,120,120
829777,20,balls,20,balls,0,i1,6,6,1,120,120
829779,20,balls,20,wickets,0,i1,6,6,1,120,120
829781,20,balls,20,balls,0,i1,6,6,1,120,120
829783,20,balls,20,win,0,i2,6,6,1,120,120
829785,20,balls,14,wickets,0,i1,6,6,1,120,120
829787,20,balls,20,balls,0,i1,6,6,1,120,120
829789,20,balls,20,win,0,i2,6,6,1,120,120
829791,20,balls,20,win,0,i2,6,6,1,120,120
829793,20,balls,20,balls,0,i1,6,6,1,120,120
829795,20,balls,20,balls,0,i1,6,6,1,120,120
829797,20,balls,20,balls,0,i1,6,6,1,120,120
829799,20,balls,20,balls,0,i1,6,6,1,120,120
829801,20,balls,17,win,0,i2,6,6,1,120,120
829803,10,balls,10,balls,0,i1,3,3,0,60,60
829805,20,balls,20,balls,0,i1,6,6,1,120,120
829807,11,balls,6,win,D/L,i2,3,2,0,66,36
829809,20,balls,17,win,0,i2,6,6,1,120,120
829811,20,balls,20,balls,0,i1,6,6,1,120,120
829813,20,balls,2,balls,NR,NA,6,2,0,120,120
829815,20,wickets,14,win,0,i2,6,6,1,120,120
829817,20,balls,19,wickets,0,i1,6,6,1,120,120
829819,20,balls,19,wickets,0,i1,6,6,1,120,120
829821,20,balls,20,win,0,i2,6,6,1,120,120
829823,20,balls,20,balls,0,i1,6,6,1,120,120
980901,20,balls,15,win,0,i2,6,6,1,120,120
980903,18,wickets,15,win,0,i2,6,6,1,120,120
980905,20,balls,18,win,0,i2,6,6,1,120,120
980907,20,balls,20,balls,0,i1,6,6,1,120,120
980909,20,balls,20,win,0,i2,6,6,1,120,120
980911,20,balls,19,win,0,i2,6,6,1,120,120
980913,20,balls,14,win,0,i2,6,6,1,120,120
980915,20,balls,19,win,0,i2,6,6,1,120,120
980917,20,balls,20,win,0,i2,6,6,1,120,120
980919,20,balls,19,win,0,i2,6,6,1,120,120
980921,20,balls,20,win,0,i2,6,6,1,120,120
980923,20,balls,18,win,0,i2,6,6,1,120,120
980925,20,balls,18,win,0,i2,6,6,1,120,120
980927,20,balls,18,win,0,i2,6,6,1,120,120
980929,20,balls,15,win,0,i2,6,6,1,120,120
980931,20,balls,20,balls,0,i1,6,6,1,120,120
980933,20,balls,20,balls,0,i1,6,6,1,120,120
980935,20,balls,18,win,0,i2,6,6,1,120,120
980937,20,balls,20,win,0,i2,6,6,1,120,120
980939,20,balls,20,win,0,i2,6,6,1,120,120
980941,20,balls,20,balls,0,i1,6,6,1,120,120
980943,20,balls,11,balls,D/L,i1,6,6,0,120,120
980945,20,balls,20,balls,0,i1,6,6,1,120,120
980947,20,balls,18,win,0,i2,6,6,1,120,120
980949,20,balls,20,win,0,i2,6,6,1,120,120
980951,20,balls,19,wickets,0,i1,6,6,1,120,120
980953,20,balls,20,balls,0,i1,6,6,1,120,120
980955,20,wickets,20,balls,0,i1,6,6,1,120,120
980957,20,balls,19,win,0,i2,6,6,1,120,120
980959,20,balls,20,win,0,i2,6,6,1,120,120
980961,20,balls,18,win,0,i2,6,6,1,120,120
980963,20,balls,20,balls,0,i1,6,6,1,120,120
980965,20,balls,20,win,0,i2,6,6,1,120,120
980967,20,balls,19,win,0,i2,6,6,1,120,120
980969,20,balls,20,win,0,i2,6,6,1,120,120
980971,20,balls,20,balls,0,i1,6,6,1,120,120
980973,20,balls,17,wickets,0,i1,6,6,1,120,120
980975,20,balls,18,win,0,i2,6,6,1,120,120
980977,20,balls,20,balls,0,i1,6,6,1,120,120
980979,20,balls,20,balls,0,i1,6,6,1,120,120
980981,20,balls,19,win,0,i2,6,6,1,120,120
980983,20,balls,19,win,0,i2,6,6,1,120,120
980985,20,balls,17,win,0,i2,6,6,1,120,120
980987,20,balls,19,wickets,0,i1,6,6,1,120,120
980989,18,balls,5,win,D/L,i2,6,3,0,120,54
980991,20,balls,20,win,0,i2,6,6,1,120,120
980993,20,balls,20,wickets,0,i1,6,6,1,120,120
980995,20,balls,19,win,0,i2,6,6,1,120,120
980997,20,balls,11,balls,D/L,i2,6,6,0,120,120
980999,15,balls,14,balls,D/L,i1,5,5,0,90,90
981001,20,balls,14,win,0,i2,6,6,1,120,120
981003,20,balls,20,win,0,i2,6,6,1,120,120
981005,20,balls,20,win,0,i2,6,6,1,120,120
981007,20,balls,18,win,0,i2,6,6,1,120,120
981009,20,balls,20,balls,0,i1,6,6,1,120,120
981011,20,balls,19,win,0,i2,6,6,1,120,120
981013,20,wickets,19,win,0,i2,6,6,1,120,120
981015,20,balls,20,balls,0,i1,6,6,1,120,120
981017,20,balls,20,win,0,i2,6,6,1,120,120
981019,20,balls,20,balls,0,i1,6,6,1,120,120
1082591,20,balls,20,wickets,0,i1,6,6,1,120,120
1082592,20,balls,20,win,0,i2,6,6,1,120,120
1082593,20,balls,15,win,0,i2,6,6,1,120,120
1082594,20,balls,19,win,0,i2,6,6,1,120,120
1082595,20,balls,20,balls,0,i1,6,6,1,120,120
1082596,20,balls,16,win,0,i2,6,6,1,120,120
1082597,20,balls,20,win,0,i2,6,6,1,120,120
1082598,20,balls,15,win,0,i2,6,6,1,120,120
1082599,20,balls,17,wickets,0,i1,6,6,1,120,120
1082600,20,balls,19,win,0,i2,6,6,1,120,120
1082601,20,balls,17,win,0,i2,6,6,1,120,120
1082602,20,balls,19,win,0,i2,6,6,1,120,120
1082603,20,balls,18,win,0,i2,6,6,1,120,120
1082604,20,balls,20,balls,0,i1,6,6,1,120,120
1082605,20,balls,20,balls,0,i1,6,6,1,120,120
1082606,20,balls,20,win,0,i2,6,6,1,120,120
1082607,20,balls,20,balls,0,i1,6,6,1,120,120
1082608,20,balls,20,win,0,i2,6,6,1,120,120
1082609,20,balls,20,wickets,0,i1,6,6,1,120,120
1082610,20,balls,20,balls,0,i1,6,6,1,120,120
1082611,20,balls,20,balls,0,i1,6,6,1,120,120
1082612,20,balls,16,win,0,i2,6,6,1,120,120
1082613,20,balls,19,win,0,i2,6,6,1,120,120
1082614,20,balls,20,balls,0,i1,6,6,1,120,120
1082615,20,balls,20,win,0,i2,6,6,1,120,120
1082616,20,balls,20,balls,0,i1,6,6,1,120,120
1082617,20,wickets,10,wickets,0,i1,6,6,1,120,120
1082618,20,balls,20,balls,0,i1,6,6,1,120,120
1082620,20,balls,19,win,0,i2,6,6,1,120,120
1082621,20,wickets,14,win,0,i2,6,6,1,120,120
1082622,20,balls,17,win,0,i2,6,6,1,120,120
1082623,20,balls,20,balls,0,i1,6,6,1,120,120
1082624,20,balls,20,balls,0,i1,6,6,1,120,120
1082625,20,balls,20,win,0,i2,6,6,1,120,120
1082626,18,wickets,8,win,0,i2,6,6,1,120,120
1082627,20,balls,20,balls,0,i1,6,6,1,120,120
1082628,20,balls,20,win,0,i2,6,6,1,120,120
1082629,20,wickets,20,win,0,i2,6,6,1,120,120
1082630,20,balls,20,win,0,i2,6,6,1,120,120
1082631,20,balls,20,win,0,i2,6,6,1,120,120
1082632,20,balls,18,win,0,i2,6,6,1,120,120
1082633,20,balls,19,wickets,0,i1,6,6,1,120,120
1082634,20,balls,20,balls,0,i1,6,6,1,120,120
1082635,20,balls,14,wickets,0,i1,6,6,1,120,120
1082636,20,balls,16,win,0,i2,6,6,1,120,120
1082637,20,balls,20,win,0,i2,6,6,1,120,120
1082638,20,balls,19,win,0,i2,6,6,1,120,120
1082639,20,balls,20,balls,0,i1,6,6,1,120,120
1082640,20,balls,20,win,0,i2,6,6,1,120,120
1082641,20,balls,20,balls,0,i1,6,6,1,120,120
1082642,20,balls,20,balls,0,i1,6,6,1,120,120
1082643,20,wickets,19,win,0,i2,6,6,1,120,120
1082644,20,balls,20,balls,0,i1,6,6,1,120,120
1082645,16,wickets,12,win,0,i2,6,6,1,120,120
1082646,20,balls,20,wickets,0,i1,6,6,1,120,120
1082647,20,balls,20,balls,0,i1,6,6,1,120,120
1082648,20,balls,6,win,D/L,i2,6,2,0,120,36
1082649,19,wickets,15,win,0,i2,6,6,1,120,120
1082650,20,balls,20,balls,0,i1,6,6,1,120,120
1136561,20,balls,20,win,0,i2,6,6,1,120,120
1136562,20,balls,19,win,0,i2,6,6,1,120,120
1136563,20,balls,19,win,0,i2,6,6,1,120,120
1136564,20,balls,16,win,0,i2,6,6,1,120,120
1136565,20,balls,20,win,0,i2,6,6,1,120,120
1136566,18,balls,6,balls,D/L,i1,6,2,0,120,36
1136567,20,balls,20,win,0,i2,6,6,1,120,120
1136568,20,wickets,20,win,0,i2,6,6,1,120,120
1136569,20,balls,20,win,0,i2,6,6,1,120,120
1136570,20,balls,19,win,0,i2,6,6,1,120,120
1136571,20,balls,20,balls,0,i1,6,6,1,120,120
1136572,20,balls,20,balls,0,i1,6,6,1,120,120
1136573,20,balls,15,wickets,0,i1,6,6,1,120,120
1136574,20,balls,20,balls,0,i1,6,6,1,120,120
1136575,20,balls,19,win,0,i2,6,6,1,120,120
1136576,20,balls,20,balls,0,i1,6,6,1,120,120
1136577,20,balls,19,wickets,0,i1,6,6,1,120,120
1136578,20,balls,12,win,D/L,i2,6,6,0,120,check
1136579,20,balls,18,win,0,i2,6,6,1,120,120
1136580,20,balls,20,balls,0,i1,6,6,1,120,120
1136581,20,balls,20,win,0,i2,6,6,1,120,120
1136582,20,balls,20,balls,0,i1,6,6,1,120,120
1136583,19,wickets,19,wickets,0,i1,6,6,1,120,120
1136584,20,balls,20,win,0,i2,6,6,1,120,120
1136585,20,balls,20,wickets,0,i1,6,6,1,120,120
1136586,20,balls,20,balls,0,i1,6,6,1,120,120
1136587,20,balls,20,win,0,i2,6,6,1,120,120
1136588,20,balls,20,balls,0,i1,6,6,1,120,120
1136589,20,balls,20,win,0,i2,6,6,1,120,120
1136590,20,balls,20,balls,0,i1,6,6,1,120,120
1136591,20,balls,20,balls,0,i1,6,6,1,120,120
1136592,18,balls,12,balls,D/L,i1,5,4,0,108,72
1136593,20,balls,18,win,0,i2,6,6,1,120,120
1136594,20,balls,19,win,0,i2,6,6,1,120,120
1136595,20,balls,18,win,0,i2,6,6,1,120,120
1136596,20,balls,20,win,0,i2,6,6,1,120,120
1136597,20,balls,20,balls,0,i1,6,6,1,120,120
1136598,20,balls,19,win,0,i2,6,6,1,120,120
1136599,20,wickets,20,balls,0,i1,6,6,1,120,120
1136600,20,balls,20,balls,0,i1,6,6,1,120,120
1136601,20,balls,19,wickets,0,i1,6,6,1,120,120
1136602,20,balls,19,win,0,i2,6,6,1,120,120
1136603,20,balls,20,win,0,i2,6,6,1,120,120
1136604,20,balls,20,balls,0,i1,6,6,1,120,120
1136605,20,balls,19,win,0,i2,6,6,1,120,120
1136606,20,balls,19,win,0,i2,6,6,1,120,120
1136607,20,balls,18,win,0,i2,6,6,1,120,120
1136608,16,wickets,9,win,0,i2,6,6,1,120,120
1136609,19,wickets,18,win,0,i2,6,6,1,120,120
1136610,20,balls,20,balls,0,i1,6,6,1,120,120
1136611,20,balls,20,balls,0,i1,6,6,1,120,120
1136612,20,balls,20,balls,0,i1,6,6,1,120,120
1136613,20,balls,20,wickets,0,i1,6,6,1,120,120
1136614,20,balls,20,win,0,i2,6,6,1,120,120
1136615,20,balls,20,wickets,0,i1,6,6,1,120,120
1136616,20,wickets,20,win,0,i2,6,6,1,120,120
1136617,20,balls,20,win,0,i2,6,6,1,120,120
1136618,20,balls,20,balls,0,i1,6,6,1,120,120
1136619,20,balls,20,balls,0,i1,6,6,1,120,120
1136620,20,balls,19,win,0,i2,6,6,1,120,120
1175356,18,wickets,18,win,0,i2,6,6,1,120,120
1175357,20,balls,20,win,0,i2,6,6,1,120,120
1175358,20,balls,20,balls,0,i1,6,6,1,120,120
1175359,20,balls,20,balls,0,i1,6,6,1,120,120
1175360,20,balls,20,win,0,i2,6,6,1,120,120
1175361,20,balls,20,balls,0,i1,6,6,1,120,120
1175362,20,balls,20,balls,0,i1,6,6,1,120,120
1175363,20,balls,19,win,0,i2,6,6,1,120,120
1175364,20,balls,19,win,0,i2,6,6,1,120,120
1175365,20,balls,20,win,0,i2,6,6,1,120,120
1175366,20,balls,20,wickets,0,i1,6,6,1,120,120
1175367,20,balls,20,balls,0,i1,6,6,1,120,120
1175368,20,balls,20,wickets,0,i1,6,6,1,120,120
1175369,20,balls,20,win,0,i2,6,6,1,120,120
1175370,20,balls,20,balls,0,i1,6,6,1,120,120
1175371,20,balls,19,win,0,i2,6,6,1,120,120
1175372,20,balls,20,win,0,i2,6,6,1,120,120
1178393,20,balls,20,balls,0,i1,6,6,1,120,120
1178394,20,balls,18,wickets,0,i1,6,6,1,120,120
1178395,20,balls,19,win,0,i2,6,6,1,120,120
1178396,20,balls,14,win,0,i2,6,6,1,120,120
1178397,20,balls,20,win,0,i2,6,6,1,120,120
1178398,20,balls,18,win,0,i2,6,6,1,120,120
1178399,20,balls,20,win,0,i2,6,6,1,120,120
1178400,20,balls,20,win,0,i2,6,6,1,120,120
1178401,20,balls,19,win,0,i2,6,6,1,120,120
1178402,20,balls,20,win,0,i2,6,6,1,120,120
1178403,20,balls,20,win,0,i2,6,6,1,120,120
1178404,20,balls,20,win,0,i2,6,6,1,120,120
1178405,20,balls,19,wickets,0,i1,6,6,1,120,120
1178406,20,balls,19,win,0,i2,6,6,1,120,120
1178407,20,balls,20,balls,0,i1,6,6,1,120,120
1178408,20,balls,17,win,0,i2,6,6,1,120,120
1178409,20,balls,20,balls,0,i1,6,6,1,120,120
1178410,20,balls,20,balls,0,i1,6,6,1,120,120
1178411,20,balls,20,win,0,i2,6,6,1,120,120
1178412,20,balls,20,win,0,i2,6,6,1,120,120
1178413,20,balls,15,win,0,i2,6,6,1,120,120
1178414,20,balls,20,balls,0,i1,6,6,1,120,120
1178415,20,balls,20,win,0,i2,6,6,1,120,120
1178416,20,balls,20,win,0,i2,6,6,1,120,120
1178417,20,balls,20,balls,0,i1,6,6,1,120,120
1178418,20,balls,20,win,0,i2,6,6,1,120,120
1178419,20,balls,18,wickets,0,i1,6,6,1,120,120
1178420,20,balls,20,win,0,i2,6,6,1,120,120
1178421,20,balls,20,balls,0,i1,6,6,1,120,120
1178422,20,balls,20,balls,0,i1,6,6,1,120,120
1178423,20,balls,20,balls,0,i1,6,6,1,120,120
1178424,5,balls,4,balls,NR,NA,2,2,0,30,30
1178425,20,balls,17,wickets,0,i1,6,6,1,120,120
1178426,20,balls,20,win,0,i2,6,6,1,120,120
1178427,20,balls,18,win,0,i2,6,6,1,120,120
1178428,20,balls,17,win,0,i2,6,6,1,120,120
1178429,20,balls,20,win,0,i2,6,6,1,120,120
1178430,20,balls,18,win,0,i2,6,6,1,120,120
1178431,20,balls,17,win,0,i2,6,6,1,120,120
1181764,20,balls,19,win,0,i2,6,6,1,120,120
1181766,20,balls,20,win,0,i2,6,6,1,120,120
1181767,20,balls,19,win,0,i2,6,6,1,120,120
1181768,20,balls,20,balls,0,i1,6,6,1,120,120
1216492,20,balls,20,win,0,i2,6,6,1,120,120
1216493,20,balls,20,win,0,i2,6,6,1,120,120
1216494,20,balls,14,win,0,i2,6,6,1,120,120
1216495,20,balls,18,win,0,i2,6,6,1,120,120
1216496,20,balls,20,balls,0,i1,6,6,1,120,120
1216497,20,balls,20,balls,0,i1,6,6,1,120,120
1216498,20,balls,20,wickets,0,i1,6,6,1,120,120
1216499,20,balls,20,win,0,i2,6,6,1,120,120
1216500,20,balls,20,wickets,0,i1,6,6,1,120,120
1216501,20,wickets,20,balls,0,i1,6,6,1,120,120
1216502,20,balls,15,win,0,i2,6,6,1,120,120
1216503,20,balls,20,balls,0,i1,6,6,1,120,120
1216504,20,balls,20,balls,0,i1,6,6,1,120,120
1216505,20,balls,19,win,0,i2,6,6,1,120,120
1216506,20,balls,19,win,0,i2,6,6,1,120,120
1216507,20,balls,20,win,0,i2,6,6,1,120,120
1216508,20,balls,20,balls,0,i1,6,6,1,120,120
1216509,20,balls,20,win,0,i2,6,6,1,120,120
1216510,20,balls,17,wickets,0,i1,6,6,1,120,120
1216511,20,balls,19,wickets,0,i1,6,6,1,120,120
1216512,20,balls,20,win,0,i2,6,6,1,120,120
1216513,20,balls,18,win,0,i2,6,6,1,120,120
1216514,20,balls,20,win,0,i2,6,6,1,120,120
1216515,20,balls,20,balls,0,i1,6,6,1,120,120
1216516,20,balls,20,balls,0,i1,6,6,1,120,120
1216517,20,balls,20,win,0,i2,6,6,1,120,120
1216518,20,balls,19,win,0,i2,6,6,1,120,120
1216519,20,balls,20,balls,0,i1,6,6,1,120,120
1216520,20,balls,19,win,0,i2,6,6,1,120,120
1216521,20,balls,13,win,0,i2,6,6,1,120,120
1216522,20,balls,20,win,0,i2,6,6,1,120,120
1216523,20,balls,20,balls,0,i1,6,6,1,120,120
1216524,20,balls,19,wickets,0,i1,6,6,1,120,120
1216525,20,balls,20,balls,0,i1,6,6,1,120,120
1216526,20,balls,17,win,0,i2,6,6,1,120,120
1216527,20,balls,20,win,0,i2,6,6,1,120,120
1216528,20,balls,20,balls,0,i1,6,6,1,120,120
1216529,20,balls,20,win,0,i2,6,6,1,120,120
1216530,20,balls,20,balls,0,i1,6,6,1,120,120
1216531,20,balls,20,win,0,i2,6,6,1,120,120
1216532,20,balls,20,balls,0,i1,6,6,1,120,120
1216533,20,balls,18,win,0,i2,6,6,1,120,120
1216534,20,balls,20,wickets,0,i1,6,6,1,120,120
1216535,20,balls,15,win,0,i2,6,6,1,120,120
1216536,20,balls,20,win,0,i2,6,6,1,120,120
1216537,20,balls,18,win,0,i2,6,6,1,120,120
1216538,20,balls,20,balls,0,i1,6,6,1,120,120
1216539,20,balls,20,balls,0,i1,6,6,1,120,120
1216540,20,balls,20,balls,0,i1,6,6,1,120,120
1216541,20,balls,19,win,0,i2,6,6,1,120,120
1216542,20,balls,17,wickets,0,i1,6,6,1,120,120
1216543,20,balls,20,balls,0,i1,6,6,1,120,120
1216544,20,balls,19,win,0,i2,6,6,1,120,120
1216545,20,balls,18,win,0,i2,6,6,1,120,120
1216546,20,balls,19,win,0,i2,6,6,1,120,120
1216547,20,balls,20,win,0,i2,6,6,1,120,120
1237177,20,balls,20,balls,0,i1,6,6,1,120,120
1237178,20,balls,20,win,0,i2,6,6,1,120,120
1237180,20,balls,20,balls,0,i1,6,6,1,120,120
1237181,20,balls,19,win,0,i2,6,6,1,120,120